lat,lon,state
27.5,96.0,Arunachal Pradesh
27.5,96.5,Arunachal Pradesh
28.0,70.5,Rajasthan
28.0,72.0,Rajasthan
28.0,72.5,Rajasthan
28.0,73.0,Rajasthan
28.0,73.5,Rajasthan
28.0,74.0,Rajasthan
28.0,74.5,Rajasthan
28.0,75.0,Rajasthan
28.0,75.5,Rajasthan
28.0,76.0,Haryana
28.0,76.5,Rajasthan
28.0,77.0,Haryana
28.0,77.5,Haryana
28.0,78.0,Uttar Pradesh
28.0,78.5,Uttar Pradesh
28.0,79.0,Uttar Pradesh
28.0,79.5,Uttar Pradesh
28.0,80.0,Uttar Pradesh
28.0,80.5,Uttar Pradesh
28.0,81.0,Uttar Pradesh
28.0,81.5,Uttar Pradesh
28.0,88.5,Sikkim
28.0,93.0,Arunachal Pradesh
28.0,93.5,Arunachal Pradesh
28.0,94.0,Arunachal Pradesh
28.0,94.5,Arunachal Pradesh
28.0,95.0,Arunachal Pradesh
28.0,95.5,Arunachal Pradesh
28.0,96.0,Arunachal Pradesh
28.0,96.5,Arunachal Pradesh
28.0,97.0,Arunachal Pradesh
28.5,72.5,Rajasthan
28.5,73.0,Rajasthan
28.5,73.5,Rajasthan
28.5,74.0,Rajasthan
28.5,74.5,Rajasthan
28.5,75.0,Rajasthan
28.5,75.5,Rajasthan
28.5,76.0,Haryana
28.5,76.5,Haryana
28.5,77.0,Haryana
28.5,77.5,Uttar Pradesh
28.5,78.0,Uttar Pradesh
28.5,78.5,Uttar Pradesh
28.5,79.0,Uttar Pradesh
28.5,79.5,Uttar Pradesh
28.5,80.0,Uttar Pradesh
28.5,80.5,Uttar Pradesh
28.5,93.5,Arunachal Pradesh
28.5,94.0,Arunachal Pradesh
28.5,94.5,Arunachal Pradesh
28.5,95.0,Arunachal Pradesh
28.5,95.5,Arunachal Pradesh
28.5,96.0,Arunachal Pradesh
29.0,73.0,Rajasthan
29.0,73.5,Rajasthan
29.0,74.0,Rajasthan
29.0,74.5,Rajasthan
29.0,75.0,Rajasthan
29.0,75.5,Rajasthan
29.0,76.0,Haryana
29.0,76.5,Haryana
29.0,77.0,Haryana
29.0,77.5,Uttar Pradesh
29.0,78.0,Uttar Pradesh
29.0,78.5,Uttar Pradesh
29.0,79.0,Uttar Pradesh
29.0,79.5,Uttaranchal
29.0,80.0,Uttaranchal
29.0,94.5,Arunachal Pradesh
29.0,95.0,Arunachal Pradesh
29.0,95.5,Arunachal Pradesh
29.0,96.0,Arunachal Pradesh
29.5,73.5,Rajasthan
29.5,74.0,Rajasthan
29.5,74.5,Rajasthan
29.5,75.0,Haryana
29.5,75.5,Haryana
29.5,76.0,Haryana
29.5,76.5,Haryana
29.5,77.0,Haryana
29.5,77.5,Uttar Pradesh
29.5,78.0,Uttar Pradesh
29.5,78.5,Uttar Pradesh
29.5,79.0,Uttaranchal
29.5,79.5,Uttaranchal
29.5,80.0,Uttaranchal
30.0,74.0,Punjab
30.0,74.5,Punjab
30.0,75.0,Punjab
30.0,75.5,Punjab
30.0,76.0,Punjab
30.0,76.5,Haryana
30.0,77.0,Haryana
30.0,77.5,Uttar Pradesh
30.0,78.0,Uttaranchal
30.0,78.5,Uttaranchal
30.0,79.0,Uttaranchal
30.0,79.5,Uttaranchal
30.0,80.0,Uttaranchal
30.0,80.5,Uttaranchal
30.5,74.0,Punjab
30.5,74.5,Punjab
30.5,75.0,Punjab
30.5,75.5,Punjab
30.5,76.0,Punjab
30.5,76.5,Punjab
30.5,77.0,Haryana
30.5,77.5,Himachal Pradesh
30.5,78.0,Uttaranchal
30.5,78.5,Uttaranchal
30.5,79.0,Uttaranchal
30.5,79.5,Uttaranchal
30.5,80.0,Uttaranchal
31.0,75.0,Punjab
31.0,75.5,Punjab
31.0,76.0,Punjab
31.0,76.5,Punjab
31.0,77.0,Himachal Pradesh
31.0,77.5,Himachal Pradesh
31.0,78.0,Uttaranchal
31.0,78.5,Uttaranchal
31.0,79.0,Uttaranchal
31.0,79.5,Uttaranchal
31.5,75.0,Punjab
31.5,75.5,Punjab
31.5,76.0,Punjab
31.5,76.5,Himachal Pradesh
31.5,77.0,Himachal Pradesh
31.5,77.5,Himachal Pradesh
31.5,78.0,Himachal Pradesh
31.5,78.5,Himachal Pradesh
32.0,75.0,Punjab
32.0,75.5,Punjab
32.0,76.0,Himachal Pradesh
32.0,76.5,Himachal Pradesh
32.0,77.0,Himachal Pradesh
32.0,77.5,Himachal Pradesh
32.0,78.0,Himachal Pradesh
32.0,78.5,Himachal Pradesh
32.5,75.0,Jammu and Kashmir
32.5,75.5,Jammu and Kashmir
32.5,76.0,Himachal Pradesh
32.5,76.5,Himachal Pradesh
32.5,77.0,Himachal Pradesh
32.5,77.5,Himachal Pradesh
32.5,78.0,Himachal Pradesh
32.5,79.0,Jammu and Kashmir
33.0,74.5,Jammu and Kashmir
33.0,75.0,Jammu and Kashmir
33.0,75.5,Jammu and Kashmir
33.0,76.0,Jammu and Kashmir
33.0,76.5,Himachal Pradesh
33.0,77.0,Jammu and Kashmir
33.0,77.5,Jammu and Kashmir
33.0,78.0,Jammu and Kashmir
33.0,78.5,Jammu and Kashmir
33.0,79.0,Jammu and Kashmir
33.5,74.5,Jammu and Kashmir
33.5,75.0,Jammu and Kashmir
33.5,75.5,Jammu and Kashmir
33.5,76.0,Jammu and Kashmir
33.5,76.5,Jammu and Kashmir
33.5,77.0,Jammu and Kashmir
33.5,77.5,Jammu and Kashmir
33.5,78.0,Jammu and Kashmir
33.5,78.5,Jammu and Kashmir
34.0,74.5,Jammu and Kashmir
34.0,75.0,Jammu and Kashmir
34.0,75.5,Jammu and Kashmir
34.0,76.0,Jammu and Kashmir
34.0,76.5,Jammu and Kashmir
34.0,77.0,Jammu and Kashmir
34.0,77.5,Jammu and Kashmir
34.0,78.0,Jammu and Kashmir
34.0,78.5,Jammu and Kashmir
34.5,74.0,Jammu and Kashmir
34.5,74.5,Jammu and Kashmir
34.5,75.0,Jammu and Kashmir
34.5,75.5,Jammu and Kashmir
34.5,76.0,Jammu and Kashmir
34.5,76.5,Jammu and Kashmir
34.5,77.0,Jammu and Kashmir
34.5,77.5,Jammu and Kashmir
34.5,78.0,Jammu and Kashmir
34.5,78.5,Jammu and Kashmir
35.0,77.5,Jammu and Kashmir
35.0,78.0,Jammu and Kashmir
